,ProductID,Review,Rating,IsRecommended
17,81407905,This lamp is so great! It’s so pretty. Had options for a different type of shade if you’d like to change it out (prong type setting inside.) The shade it comes with is great and the color is so pretty. I was totally unaware it has a dimming wheel so that was a huge plus! I have nothing negative to say about this lamp aside from it flickering occasionally from the color changing led bulb I have in it. But I figured out if you set the dimmer a little lower than the highest setting it will atop flickering.,5,True
18,81407905,"Purchased this lamp for our baby's nursery. The shade is sturdy and the warm mint base color is similar to online photos! I love the dimmable option--it works perfectly with LED dimmable bulb. I can definitely see our little one growing up with this lamp by her bedside. It is playful but not too ""childish""!",5,
19,81407905,"A great versatile lamp. It puts out just enough light. You can use it in any room. Very stylish and the white color can work in any decor. Small, but not too tiny. Easy on and off switch. The shade is a great shape. This is not your basic white lamp. All in all, a great lamp.",5,True
20,81407905,"This is a cute, stylish lamp that works great in a kid's room. You can use a dimmer bulb in it to adjust the amount of light it puts out.",5,True
21,81407905,I love this lamp! It looks clean and sleek while still looking cute. It really adds a nice touch to our guest bedroom. I love that you can adjust the light and make it bright or dim.,5,True
22,81407905,"This lamp is beautiful, I ordered it online so I wasn't sure how it would look and I think it looks much better in person! I wasn't sure about the color since it said sour cream but to me it looks white which is perfect because thats what I wanted. great addition to our guest bedroom.",5,True
23,81407905,"Very nice, simple and clean design that compliments my living room decor nicely. Not too bulky and just the right height.",5,True
24,81407905,Perfect size and very sturdy,5,True
0,79503441,Great lamp for coastal decor! Love the texture and subtle hints of blue.,5,True
1,79503441,Subtle design but stylish. Love that you can mix and match lamps with shades,5,True
2,79503441,"I fell in love with this lamp at the store, but it was cracked, so I ordered it on line! I bought the one with the lightbulb. Description states it has a 3-way setting, but a 3-way bulb does not work!!! I’M SOOOOOOOOOOOO DISAPPOINTED!!!",4,
3,79503441,"I was eyeing a Pottery Barn lamp for each side of my bed, but wasn’t loving the $350 per lamp price tag. These have a similar, vintagey pottery look for a fraction of the price. I would recommend purchasing these in store if you can, because they each look a little different. Some are more white, others more speckled, some the speckles are more dark grey vs blueish grey, and vice versa. I love picking up decor items that have a vintage look and feel to them, and its so hard to find pieces like that at an affordable price. Glad I found these!",5,True
4,79503441,Cute textured lamp that’s mostly white but with some gray/blue flecks that make it perfect for our son’s nursery! Paired it with a Montreal Project 62 large lampshade although I got the small lamp - love this look!,5,True
5,79503441,Can anyone tell me how they attached the lamp shade? I think I’m missing a piece that should have come with the lamp base? Otherwise I love the lamp!!,5,True
6,79503441,love it!!! very high end looking!! nice quality!,5,True
7,79503441,Stunning lamp. Look like something from RH or Pottery Barn. The concrete look is beautiful.,5,True
8,79503441,This lamp is the texture of a terra cotta pot and feels like a high end lamp. I painted mine and it took to the paint very well. Great price too! I’m happy with my purchase.,5,True
9,79503441,The first picture where it looks white is not representative. The second picture that shows it as more of a dingy gray with dark speckles is the true color. I ordered two and one arrived completely smashed inside the box. I got a refund for that but will be taking the non broken one to the store to return. It doesn’t look good in person.,2,False
10,79503441,Beautiful design and good quality.,5,True
11,79503441,This is a great lamp base that looks way more expensive than it is. It seems that most ceramic lamp bases this size cost way more. This one is a steal. I paired them with two large shades from Target. In my apartment they don’t look too small or too large. Overall I am very happy with them.,5,
12,79503441,Beautiful heavy lamp that looks high end,5,True
13,79503441,Looks way more expensive than it was,5,True
14,79503441,I love the color and the texture. It’s the perfect size for a small entryway table.￼,5,True
15,79503441,Arrived shattered. There was a little packaging surrounding it but definitely not enough. Sad!,1,False
16,79503441,Great size for my bedroom and I love the texture .. chic and simple,5,True
17,79503441,"Good height, works well with Threshold white linen drum shade. Item arrived undamaged through mail.",4,True
18,79503441,Arrived completely smashed upon arrival. Such a shame. Target really needs to learn how to package fragile items better,1,False
19,79503441,loved it.. looks much expensive than what it really is.. has texture and feel of clay pot.. very beautiful,5,
20,79503441,Gorgeous lamp! It favors a PB lamp that is priced almost $300!! Overall very happy witty this purchase!,5,True
21,79503441,Added a small white empire shade and it was perfect!! First order came broken but second time it came fine.,5,True
22,79503441,"Bought two in the large size, love these lamps! They look way more expensive than what I paid for them. Just gorgeous!",5,True
23,79503441,Love these lamps. I bought 2 in the large size for guest room nightstands-beautiful look. Nice quality.,5,
24,79503441,Love this vase! Adds just the right amount of texture and height to my entryway table. Paired it with a neutral lampshade.,5,True
25,79503441,Pottery barn vibes without the pottery barn price tag!,5,True
0,53210577,I will recommend this item if you don't have bed side lamp or table. you can clip this lamp any surface. lamp is very light and it holds wherever angles is being place to focus.,5,True
1,53210577,This lamp will light up the whole room. It is small but mighty. For only $8 it’s a great buy!,5,True
2,53210577,Love it!!! So convenient for anywhere you need light. The clip is exactly what we needed above our bed. Thank you!,5,True
3,53210577,"Perfect light, easy on off switch that my elderly mother can turn without issue.",5,
4,53210577,Bought 2-3 years ago. Finally unboxed it. Dead in the water. Non replaceable LED bulb--total waste of money and materials.,1,False
5,53210577,Cheap and great for studying!,5,
6,53210577,It’s bright. The lamp wouldn’t bend and hold position like I wanted. I was able to find a position that did stay and haven’t touched it since. It’s been good so far for the price. If you want a cheap lamp this will do the trick for you.,3,True
7,53210577,"I have had two of these lamps now for about two years. I didn't expect the clips or bending to hold up, but it has. I've moved, taken on a plane, and more with these. Perfect for nice lighting in zoom calls and for day to day. Definitely recommend and I'm still amazed by the quality!",5,True
8,53210577,good lamp for the price. I bought two for each side of the bed. one side solidly works and the other only work for a few months but light is no longer working. its LED so no light bulb to change buying another on...you get what you pay for.,5,
9,53210577,This reading lamp is great! It throws allot of light that can cover a large area. It has a very strong clip. My daughter uses it for a reading lamp during the dark winter months.,5,True
10,53210577,Nice & bright. Clips on my desk perfectly. Great price too!!,5,True
11,53210577,"The arm of the lamp is so weak and limp. When you try to adjust it, The head of the light falls right back down. It’s not worth any amount of money if it doesn’t work as advertised",1,False
12,53210577,"My kids use these lamps in a shared bedroom for night time reading in their bunks. The lights are a little bright so they just aim them at the walls to dim them a bit. I love that they don’t get hot, making them safe and easy for young kids to operate.",5,True
13,53210577,For the price I think it’ll do! The only flaw is that it doesn’t have settings for how bright the light can be. I just hope the LED bulbs last because you cannot replace!,5,True
14,53210577,Cheap and it clips where I need it.,4,
15,53210577,Lamp died almost immediately. There’s no way to fix it since the cover is attached you can’t get to the lightbulb.,1,False
16,53210577,So far it works well so far.,5,
17,53210577,"This is a great clip on lamp, but don’t mistake it for a nightlight like I did this is BRIGHT!!!!",3,True
18,53210577,Awesome lamp at a great price!,5,True
19,53210577,Happy for the product,5,True
20,53210577,these lamps work just marvelously in my room that's the Best buy I've gotten in a long time the price is excellent and they are the perfect size and fit for me I recommend them to any and everyone thank you.,5,True
21,53210577,"Great bright, functional light for a great price!",5,True
22,53210577,"Strong clamp, good light intensity, no heat really to speak-of.",5,
23,53210577,I needed a clip on lamp and this one works great. I am hoping the built in LED lights last a long time.,5,
24,53210577,Bright little light. It doesn’t appear that the bulb will be replaceable but it will probably last a few years. At the price this little lamp gives a lot of light - great for task or reading and can clamp where you need it. The cord is long enough. The only thing I wish is the clamp would be a little wider but for the price it’s a great value.,4,True
25,53210577,Broke the first day.,1,False
26,53210577,Compact. Enough light for a desk.,5,True
27,53210577,"Clip not very strong. Gooseneck would not stay upright where I needed it. After (literally) 10 min the light flickered and died. Never came back on. Returned it immediately. I guess I should have realized it would not be good quality for the price, but was taken in by all the good reviews.",1,
28,53210577,"after only 10 minutes. The clip is not strong at all and kept sliding around on back of my chair. I had wanted a clip light to put on a chair that would increase light for hand sewing. In addition to a poor clip, the metal part did not hold up the light if I tried to adjust it. It sank instead. Really poor quality all around. Astonished that it has such good reviews (which is why I stupidly bought it).",1,
29,53210577,got this to attach to my bed to read at night and it’s perfect. it’s bright but not blinding. the neck is strong enough so the light isn’t dropping down onto my head at night.,4,True
30,53210577,Just what I needed in my home. I would highly recommend this item.,5,
31,53210577,stoped working a couple minutes after using,1,False
32,53210577,Easy to use and super functional! It’s doesn’t have a very strong neck so it doesn’t stay in some positions though.,5,True
33,53210577,"This lamp provides a bright light, and the neck points in about every direction. I wish the clamp opened wider, though.",4,
34,53210577,Great. Just the right amount . Purchased so I could read and write without disturbing my new born. Works,5,True
35,53210577,Love it! Very handy and perfect brightness,5,True
36,53210577,Provides great light source especially above my computer.,5,
37,53210577,"Very bright! Perfect for my college desk. Loves that it clips on and doesn’t take up a lot of space. However, the lamp does get hot after being on for a bit.",4,True
38,53210577,Bought it for kids bunk beds. Looks good. But clamp is weak. Won’t last to long. But you get what you pay for.,3,True
39,53210577,"Exactly what I needed for my kitchen, to clip onto the cabinets above my stove, so I had proper lighting while cooking AND at a perfect price!",5,
40,53210577,Good lamp for the price,5,
41,53210577,This item was perfect for my grandson desk.,5,
42,53210577,Perfect item for my Halloween decoration. Very happy. Pick up also perfect.,5,
43,53210577,Very bright and great quality.,5,True
44,53210577,Great light for the price. Very bright.,5,
45,53210577,hard to clip on . but over all works for what I needed.,3,
46,53210577,Great price for this light. It works great and is not bulky. Great for desks that have limited space.,5,
47,53210577,"Works great, super bright and clips on anywhere.",5,True
48,53210577,Affordable and illuminates my room perfectly. I love this lamp!,5,
49,53210577,"Its a nice and bright lamp. I use this item for my desk at work. It's a little bulky, but works for what I need it.",5,True
50,53210577,Best price and works great!  More than what I was looking for.,5,
51,53210577,"It’s decent quality, works for what I need it for. The only problem is that there’s no brightness change. It’s just—always insanely bright. This doesn’t affect me that much, but for most people who would want it for a normal desk or reading lamp won’t like it as much.",4,True
52,53210577,Very bright . We put it under the top bunk in my son’s bed room. Creates a great reading nook.,5,True
53,53210577,"This lamp was almost a good idea but the bulb is awful. The light is comparable to an outside porch light so it was way to blinding for my purposes of trying to read in the dark. I much prefer having a light in or a book light compared to this light. It really is a horrible spot light glaring lamp that I wanted to like but couldn't use. The clip feature is nice for some surfaces but again, there light is so ridiculous bright and irritating to the eyes that it doesn't matter. I returned this.",1,False
54,53210577,"Would be zero. I turned it on and a spark of light, a puff of smoke, and burning plastic smell was all I got.",1,False
55,53210577,"i bought 2 of these for my sons' distance learning desks and, while i don't think they'll last very long, they'll work for the short term. the knobs are really cheap and i wish the neck were a bit longer so it could be angled down more but neither are anything i didn't expect. on the plus side, the gray color is a really nice shade and the clip is more generous that i expected. overall, i'm satisfied with this $7 lamp!",3,
56,53210577,Not sure about this light. Thought it had a regular light bulb. Hope it last for awhile since the bulb can't be replaced.  Did not say what kind of bulb it had,3,
57,53210577,"I bought one of these lamps to use as a supplemental “grow” light for my string of bananas plant that doesn’t get a whole lot of natural sunlight. Works great for me. Love that it clips on my hook, is adjustable & sturdy. Lamp stays in place where I put it. I’ll be buying more.",5,
58,53210577,"Just bought two of these. At this price, it's an easy decision for a reading light.

However... the gooseneck is too weak to hold the weight of the light! And so it doesn't stay in place. Or to be more correct, you have to find ""the right spot"" to get it to stay. But, in many positions it just hangs limply.

Another thing to be aware of, but I don't consider this a negative at this price point... the light is bright, and only has on/off... there's no dimming, or intermediate brightness settings. Perfectly understandable for this price point, but I hadn't considered it until I noticed so thought someone here might find this a helpful reminder.",1,
59,53210577,Exactly what I wanted,5,
60,53210577,For the money this is a great find. The brightness is not as bright as I needed and there is not adjusting but for the price this item is great.,4,
61,53210577,The quality for the price nice and bring,5,True
62,53210577,"These are great lamps for the price you pay! Bought two for my boys bunk beds and they have worked great. Bright light, easy on/off, clips well to anything.",5,True
63,53210577,"I wanted to love these lamps but the bulb died in both of them in about two months. When I came on here to see how I could replace them, the manufacturer states that they can't be replaced and claims that they will last 11 years. This wasn't just a one-off for me; I bought two of them and they both died around the same time. At the $6 price point, it is a little more understandable, but just super annoying that I have to throw them both out and find new lighting now by my bed.",2,False
64,53210577,perfect for my needs,5,True
65,53210577,Works great. Very bright and the clip opens pretty wide.,5,True
66,53210577,I love it .its what I been looking for and the color and lighting our great,5,True
67,53210577,"Inexpensive, works as desired and the light is very bright. Perfect for my desk!",5,True
68,53210577,"These lamps are wonderful. They run cool and provide a lot of very bright, white light. Perfect for creating almost an ""operating room"" environment for a craft project, or the like.",5,True
69,53210577,It is what it is but the wire SHOULD have been feed through the bottom NOT TOP,4,True
70,53210577,"This lamp is perfect for small spaces. It is also cute, easy to clip on, and cheap.",4,True
71,53210577,"It’s really bright, white light, but perfect for my 9 year-old reading in her loft bed!",4,True
72,53210577,"This was a great little light while it lasted, but now that it's burned out, there's no way to replace the bulb. The whole light will have to be thrown away, which seems extremely wasteful. 

According to the Q&A section of this page (I was looking to see if there was any way to replace the part instead of the whole lamp), ""LED lights last around 50,000 hours. If used 12 hours a day, a 50,000 bulb will last more than 11 years. When the bulb burns out, it’s time to get a new one."" However, my lamp has certainly not lasted for 50,000 hours. I've had it for about 6 years (which isn't bad for such a cheap little guy!) but I only use it for about an hour a day -- it's my closet light. 

So: not bad value, but not performing as promised, either, and now I will have guilt over trashing the whole thing. Hopefully I can get a recycling center to take it.",4,
73,53210577,Got the citrus one with the white cord. Light switch is easy to turn with the large knob. Lamp can be clipped onto surfaces 1 inch in width. The fixed light bulb is bright and comes with a cover. The only con is that the light bulb can't be changed. Wish it was designed for long term use.,4,
74,53210577,"I suppose I didn't do my part by fully reading the specs for this little lamp, so the joke's on me. I bought 4 of these to use as supplemental light for a few houseplants that don't have access to natural night. I bought grow bulbs separately, thinking I'd just switch out the existing bulbs. Nope. This lamp's design has an ""integrated"" bulb, which just means, when it burns out, you have to throw the whole thing away.  Bad idea - just more eventual garbage for the landfills. Once again, you get what you pay for.",1,False
75,53210577,"This lamp is bright and inexpensive but the clip doesn't open wide enough to fit on anything wider than a bookshelf.  We got it to clip onto the headboard but the clip is open as wide as it will open so I don't think the clip part will hold up.  If it lasts a year, I'd feel lucky.  For a $6 lamp, it's still not a bad deal",3,
76,53210577,"This little lamp is great for small spaces. I have a little nightstand and wanted to clear as much as space on it as possible. I clipped the lamp to the shelf above the nightstand. It is super bright and does a great job pointing the light downward. However, when hung like this (downward), the neck does have a little trouble staying up; that is, the light tends to bend down. But for the price, you can't beat it!",4,True
77,53210577,"I love this little lamp so much! This is a replacement for a metal one I had that finally blew out on me....literally....the light bulb blew up. After picking up the shards, we got the threaded part out of the lamp and put in a new bulb...not long after it quit. It served its purpose, but this one is so much better! The light on it is great, it is lighter than the metal one, and the pièce de résistance---it doesn't get hot! Woohoo! This lamp is attached to the top of my easel to give me great light for painting at night. Thanks Target for having it available for pickup the very day I needed it! ------And the price is great too!------------The ""bigger"" picture (one where you can see the paint brushes pretty clearly) is without the room lights on, and the other two pics are with the room lights on.",5,True
78,53210577,"I bought two lamps for my daughters. They love reading before bed. The light is a little bright, but if you turn it a little bit away from you...it is perfect. I wish there were different light settings.",4,True
79,53210577,So cute and works great!  Got it on sale so was such a good deal!,5,True
80,53210577,You can't beat the price! So cute!,5,True
81,53210577,Perfect clip lamp for a table!,5,True
82,53210577,Works great for what I needed. Only issue is that the clips are hard to open very wide. I have issues with the strength in my hands so have to use both hands to get the lamp clipped.,5,True
83,53210577,"I bought this lamp to use with my puzzle table. I don't have much light so I figured having a lamp like this would help. Well, it doesn't. The light bends, but it doesn't stay that way so I get blinded and I get glares on my puzzle. I will be purchasing something else.",2,False
84,53210577,Perfect for my work desk,5,True
85,53210577,Bought this as a reading lamp. It is extremely bright! I have to face the lamp towards the wall to get a softer brightness more appropriate for reading.,4,True
86,53210577,Works great... exactly what I was looking for.,5,True
87,53210577,"Got this little lamp on sale to add to my night stand and it's perfect for what I needed. It's very bright, so I do wish I could dim it a little, but can't complain for the price and it's cute!",5,True
88,53210577,perfect for my daughters room.  This was part of her bday gift and she loves it,5,True
89,53210577,Nice and easy lamp to use,5,
90,53210577,"I really love this lamp, that's why I ordered 2 of them. Love the LED makes my light white and not yellow.",5,True
91,53210577,"I got this so my daughter can read in bed. She has a loft bed so I wish it had a little longer cord. It's also quite bright. But if you don't aim it directly at you book, it's great!",4,True
92,53210577,"I needed to replace my previous light, similar but not at LED, peice was the first reason i got it, inexpensive. It's bright and the metal stays cool to the touch even when the lamp has been on for a while. I can cleap it on to anything and easy to carry.",5,True
93,53210577,"It works WAY better than I thought it would for the price.  I got two of these for my two daughters that share a room.  The oldest is in first grade and learning to read, so she wants to read in bed every night.  I thought this would be a good way for her to do so.  It is SO bright, we definitely didn't need two lights.  One light is bright enough to light the whole room.  With two turned on at the same time, the room is brighter than the normal room lights!",3,True
94,53210577,Overal the clip lamp is great and very easy to use. It is very bright as well.,4,True
95,53210577,Great lamp. I use it to read in bed. Great price.,5,True
96,53210577,"Clip is slimline, which I love. Wished the bulb was yellow spectrum but not a big deal. Wished neck was a tiny bit longer, but actually works great for what I needed.",4,True
97,53210577,Fast delivery love the light for my room thanks target,5,True
98,53210577,It's ok for the price,3,
99,53210577,Super bright! Not great for a lamp on the bed for reading at night. May work great as a task light.,1,
0,80705997,nice lighting the only thing that sucks is you can’t change the lightbulb which i hate but other than that a great lamp,3,False
1,80705997,"This little lamp gives my desk a cheery glow in a mid century style. I love that it's dimmable. It would make a great nightstand lamp as well. The only thing I'd change is that I'd prefer a white cord, but that is easily changed.",5,True
2,80705997,Perfect night light for my sons. After they’ve fallen asleep I just dim it and leave it on every night.,5,True
3,80705997,"I love the dimmer setting, I have this on my desk and it’s perfect.",5,True
4,80705997,"Super cute and looks high quality, BUT, it stopped working after 2 months. The glass dome is glued to the wooden base so there's no way to check or replace the bulb. Such a bummer.",1,False
5,80705997,"Super cute and love the idea, but like others mentioned it doesn't work well! I turned it on once and after 5-10 minutes it went out and will only turn on if I wiggle the cord - it won't stay on. Waste!",1,False
6,80705997,Great product but fragile so be careful if you place it next to your bed or in a place where it could easily be knocked over.,5,True
7,80705997,I've have 4 of these little lights around my home and they have worked very well for me. Great charger on the back as well. I've had these for about 6 months without any breaking or defective issues. Only problem I have is the bulb is not changeable.,4,True
8,80705997,"Knob to turn it on wouldn’t turn, completely not functional.",1,False
9,80705997,"Even on the lowest setting, this lamp is too bright. Also, the light it emanates is sterile and white, not warm.",2,
10,80705997,"I LOVE this light! Was t sure when I bought it if…… It’s Perfect! It’s small, bright and I LOVE that it dims from a very soft low light to a high Bright Light! I even went back and bought another one! Thank you Target for offering it!",5,True
11,80705997,the first one they sent wasn’t working properly but they sent me a replacement so i’m happy :),4,True
12,80705997,"I had been wanting a desk light like this for some time, and was so excited to bring this home. It puts off such a lovely warm ambient light that makes working so much nicer (especially in winter!). Unfortunately, it will flicker off at random times or go dim for ten minutes then bright again. I refused to give up on it because the light is so pretty, even had an electrician come reground my outlets, changed extension cords, it was a whole thing. I still keep it on for short periods of time because, again, the light is really nice when it's working. If anyone has a dupe that doesn't flicker, let a girl know.",2,
13,80705997,"I should have read other reviews that said this item breaks easily and is of poor quality. I set this up in my home office and had no issues. The next day I turned it on for a few hours, but when I went to shut it off it got super bright instead of dimming then just started flashing on and off. The only way to turn it off is to unplug it and when plugged back in it keeps flashing. I wasn't expecting high quality for the price but I figured it would work at least for a few months. Do not waste your money on this.",1,
14,80705997,"I liked the look of this lamp, but alas, it was not to be. I plugged it in yesterday for a few hours at work without issue. Today it was on for approximately 20 minutes, and now no longer works. Such sadness.",1,False
15,80705997,I like the lamp itself. I did order pickup and my lamp had tons of scuffs on the bulb. Thankfully they came off with a magic eraser. If it wasn’t the only one in stock I would have exchanged it.,3,True
16,80705997,"Actually really liked this. Checked the box for what I was looking for. Simple design, handsome enough, low price tag. It surpassed my expectations. Thought it’d be made in all plastic, but it’s like a frosted glass material. And I like the dimmer knob to adjust the amount of light. It’s really nice you guys!",5,True
17,80705997,"The light quality from this lamp is lovely, the dimmer switch is a great option - and the USB port is the fastest charger I own!",5,
18,80705997,"it’s smaller than i thought it would be, but the light is pretty powerful and it looks nice on my desk. also you can’t remove or change the bulb, which is fine bc it won’t burn out for awhile but i wanted to put a specific bulb in it and can’t.",4,True
19,80705997,"This broke in less than 4 weeks of having it. Cute idea but very flimsy, the dimmer stopped working straight out of the box, and now won't turn on. Don't recommend.",1,
20,80705997,"The button to turn on didn’t work at all, I was able to get it to flicker but not actually work. I’ll be returning it. It’s disappointing because it’s super cute!",1,
21,80705997,"So I have three of these. The first one one had I loved so much for my nursery (because the light could be dimmed so low) that I got one for my bedroom as a nightlight for midnight feedings. Sadly, the second one I received doesn’t dim low at all. The lowest light it gives is actually very bright- I figured it was a product issue so I ordered another one. However, the same issue happened. The lowest dim setting is so bright! It’s so different than the first lamp I ordered. I still love the design and ease of this lamp so I’m keeping them all, but sad that I can’t dim them much at all. If you don’t need a super low light, I’d recommend this cute little lamp- it’s small but mighty!",4,
22,80705997,"It’s great that it’s dimmable, and it matches the color temperature of the soft white string lights in my room. The soft light is very helpful and not distracting when I’m trying to do work. Highly recommend this item. Oh! And it has a usb-a port so you can attach a charging cable. Pretty sweet deal. Only complaint maybe is that I’m not sure if I can change the bulb. But it’s LED so it ought to last a long darn time.",5,True
23,80705997,"The lamp is cute, but it arrived scratched and dirty.",1,
24,80705997,"So perfect for my bamboo & white desk setup! I wanted a lamp that would be relaxing and cozy and this is perfect. The USB ports and dimmer are bonuses that make it even better. I love how minimalist and clean it looks. I love the small size, it's exactly what I wanted.",5,True
25,80705997,Perfect little desk lamp! Gives off a nice warm light with lots of brightness options.,5,True
26,80705997,Really small as I didn’t look at the dimensions but looks bigger in the pictures. I also don’t like that it doesn’t or didn’t dim enough for me before shutting off,3,False
27,80705997,These are perfect bedside lamps. So cute and love that they dim.,5,True
28,80705997,"I was looking for a small lamp that provided some light for my home office/desk (in my kitchen) I’m the mornings and this is perfect! It’s actually smaller than I thought, but it works out well because it doesn’t take up much space on the desk. It gives off a nice, calming light that can be dimmed or brightened. I love it!",5,True
29,80705997,"I LOVE this little lamp. It’s so cute and stylish and takes up little space, a very minimalist look, but very pleasant and the switch works wonderful to dim the light to many different levels from the dimmest that I can leave it on all night long to the lightest that it can light up the whole room. It has usb outlets so I can charge my phone too. I am so happy with it that I just ordered a second one for another bedroom.",5,True
30,80705997,"I’ve had this lamp for ~1 week, and it does not work consistently. More often than not, the light doesn’t turn on. If it does turn on, the slightest movement to the table it’s on will cause it to turn off. It takes a lot of messing with the cord to get it to work again. Cannot recommend this",1,
31,80705997,"I purchased this to use for night time diaper changes and it is perfect. It's tall enough to light up what I need and easy to manouver with one hand. I love being able to adjust the brightness to what is needed. On top of it being functional, it looks great too! Definitely recommend.",5,True
32,80705997,when i got this i only got a black cord to turn it on. Does it come with a charging cord?? Or do I need to buy one,4,True
33,80705997,Very cute and functional with the twistable dimming feature. This works so well in our nursery during late night feedings/diaper changes when we don't need bright light. When the light is on at full capacity it provides a good amount of warm light to fill the bedroom without needing additional lamps. It is small (think snow globe size) but feels very sturdy. Added bonus having the USB charging port too!,5,
34,80705997,Love how simple and minimal it is. Looks exactly like the photos and I love the twist dial knob to make it brighter or darker. Love how it elevates my nightstands,5,True
35,80705997,"I love this little lamp! It offers just the right amount of light to work when I don't want to turn on larger lamps. The dial adjusts the brightness, and while I usually have it on full power it is nice to have the option to turn it down. The charging ports on the back are convenient to save outlets when I need to charge my devices. The design is sleek and simple. It's the perfect addition to my home office!",5,True
36,80705997,"plus: it stays upright and it's dimmable. negative: the USB plugs won't charge my phone or tablet, which is the main reason I picked this. for the price I could get two or three similar lamps with no USB.",2,False
37,80705997,"To be honest, when I was taking the lamp out of the packaging/holding it in my hand, it felt like I was holding a large doll's head. BUT once I set it up on the desk, it looked very cute. The knob moves smoothly and the light gets very bright at the highest setting.",4,True
38,80705997,"Cutest little lamp! Very mid-century mod, gives off a surprising level of light even when the adjustable nob is at its lowest. I'm using it as a bedside lamp, but it really could be perfect anywhere - especially in a small space since it's so compact. By far the best feature is the built-in USB port. No more wasting outlet space for a phone charger!",5,True
39,80705997,Very bright light. Love the dimmer switch. Great size and a solid base. Lightweight and love the hat I can charge my phone.,5,True
40,80705997,I really am loving the desk lamp with the USB ports it is so nice to have a desk light with USB ports made with the desk light that is awesome I am so excited to have this sitting on my desk it is a very nice feature and very well made love the design also I am a big fan of everything that this desk lamp has to offer it is brillant love it!!,5,True
41,80705997,Love this lamp for my desk. Doesn’t take up a lot of space but can give off a lot of light.,5,True
42,80705997,I bought this to give a little extra light on my bedside table for winding down at night or reading in bed. It gives off an amazing amount of light for such a small lamp. I also love the dimming feature as well.,5,
43,80705997,"If you hate someone, this is a great gift for them. It has the most unpleasant bright blue-white light bulb that comes with it that is unable to be changed. I plugged it in in my room during the day when I got it, when I entered my room that night I audibly gasped because this emanated the most ghastly blue/green white light as if I was in an evil scientist’s laboratory.￼￼￼ This thing must be clocking a solid 8,000 K on the color temperature scale. Household lightbulbs should be 3,000 K or less and give off an orangey-yellow white light.￼ If I was able to change the lightbulb there wouldn’t be an issue, but for the life of me I cannot figure out a way to open it to swap out the bulb for some thing with a warmer color temperature￼￼. Adding a star because the actual construction is very solid in this is a super cute lamp if it were not for the horror movie alien creepy basement light it gave off. ￼ I was so excited when I got this because it was so super cute so I immediately threw the wrapping in the outside trashcan. Let me tell you I yeeted myself down the stairs and outside at 9:45 pm at night￼￼ in the rain to dig the box out of the trashcan so this thing can go straight back to target in the morning. ￼Disappointing.",2,False
